Name,Nationality,Birthdate
Lauren Harper,Nicaragua,1968-08-19
Susan Simmons,Netherlands,1968-12-21
Tiffany Walker,Azerbaijan,1955-08-19
William Haynes,Guam,1976-12-09
Matthew Morales,Haiti,1973-04-21
Stacey Christian,Colombia,1977-10-07
Joy Price,Burkina Faso,1994-04-24
Jacob Green,Tunisia,1954-06-07
Andrew Carter,Palau,2002-10-27
Daniel Hatfield,Honduras,1980-12-30
Jennifer White,Armenia,1995-09-29
Paula Garcia,Albania,1954-03-11
Robin Ortiz,Netherlands Antilles,1957-02-19
William Malone,Libyan Arab Jamahiriya,1961-03-12
John Jackson,Macao,1992-03-04
Seth Keller,Burundi,1966-03-02
Catherine Hawkins,Finland,1954-09-15
Gabriel Moore,Congo,1972-12-23
Linda Johnson,Faroe Islands,1958-11-25
Kristen Chavez,Spain,1960-02-24
Richard Bush,Vietnam,1967-01-23
Samantha Bautista,Germany,1964-04-21
Terri Pennington,Chad,1994-08-13
Bonnie Petersen,Somalia,2003-04-09
Mark Boyle,Guyana,2004-09-13
Amanda Malone,Malta,1966-09-29
Joshua York,Anguilla,2001-06-10
Dwayne Delacruz,Western Sahara,1971-06-21
Louis Savage,Brunei Darussalam,1995-09-13
Susan Spears,Estonia,1969-04-08
Rebecca Roberts,Turks and Caicos Islands,1987-05-03
Casey May,Peru,1983-06-13
Alison Walker,Guatemala,1980-05-21
Maria Donaldson,Peru,2006-10-06
Kevin Wilson,Cameroon,1959-03-03
Lisa Stein,Kenya,1967-04-16
Cynthia Le,Nepal,1984-07-09
Gary Morris,Guatemala,2002-07-02
Leslie Torres,Seychelles,1955-02-11
Chelsea Jacobson,Afghanistan,1998-03-20
Jessica Walsh,Portugal,1969-10-21
Kelly Owen,Japan,1954-10-16
Anthony Rivera,Kuwait,1966-10-05
Donald Wallace,Aruba,1958-05-29
Jeremy Davis,Czech Republic,1976-03-05
Elizabeth Nolan,Azerbaijan,1961-06-06
Alex Ramirez,Lesotho,1992-04-27
Caitlyn Salazar,Indonesia,1969-09-07
Raymond Porter,United States of America,1963-07-27
Robin Schmidt,Peru,1963-10-09
Stephanie Thompson,Gabon,1981-02-27
Denise Gibson,Brunei Darussalam,1970-04-28
Gloria Dunlap,Indonesia,1985-10-29
George Ellis,Tanzania,2004-09-17
Janet Flowers,Mongolia,1996-11-19
Donald Wood,Bahamas,1966-09-07
Connie Thomas,South Africa,1971-12-02
Heather Galvan,Thailand,1958-05-21
Tammy Taylor,Iceland,1966-01-02
Thomas Taylor,Jordan,1974-10-20
Melissa Greene,Kenya,1962-05-19
Dr. Kyle Calderon,Anguilla,1970-01-06
Joshua Hammond,United Kingdom,1960-04-29
Leslie Yoder,Hong Kong,1986-01-10
William Smith,Cyprus,2006-04-11
Nicole Maddox,British Virgin Islands,1998-06-23
Kathryn Turner,Slovakia (Slovak Republic),2003-09-14
Cody Williams,Bhutan,1989-08-05
Kenneth Day,Croatia,1973-10-24
Larry Miller,Bahamas,1954-02-12
Catherine Perkins,Guam,1976-10-24
Clinton Peterson,Saint Barthelemy,1992-01-22
Johnathan Palmer,Heard Island and McDonald Islands,1972-10-06
April Cole,Nigeria,1997-01-14
Aaron Bauer,Guatemala,1992-07-15
Breanna Young,Hungary,1988-07-03
Thomas Ferguson,Belarus,1969-02-08
Jeremy Roberts,Ecuador,1977-07-15
Bailey Phillips,Saudi Arabia,1972-09-14
Melissa Garcia,Belgium,1989-07-10
Jessica Fisher,Japan,1972-01-11
Matthew Wong,Senegal,1976-03-02
Richard Moore,Benin,1997-07-17
Karen Brown,Panama,1957-12-09
Amy Anderson,Bangladesh,1989-10-16
Mark Frazier,Kenya,1955-04-14
Karen Patterson,Grenada,1967-01-19
Michael Martinez,Guinea-Bissau,1985-01-20
Charles Cardenas,Maldives,1992-03-11
Holly Walker,Luxembourg,1958-06-13
Christian Collins,Angola,1956-02-18
Danielle Greer,Sierra Leone,2002-02-24
Kimberly Velez,Canada,2000-04-25
Angel Thomas,Jordan,1972-04-09
Kathryn James,New Zealand,1965-01-25
Nicole Nichols,Eritrea,1959-06-26
Christina Vega,Isle of Man,1972-02-29
William Woodard,Uruguay,1981-10-08
Brett Hill,Trinidad and Tobago,1955-08-14
Harry Graves,India,1969-07-12
Sean Mcdowell,Tunisia,2001-01-16
Charles White,Fiji,1970-10-02
Victor Browning,Liechtenstein,2004-05-14
James Arias,Hungary,1986-07-12
Debbie Alexander,French Polynesia,1985-03-17
Donald Pham,France,1991-07-17
Alison Russell,Burundi,1970-09-12
Lauren Arellano,Italy,1971-05-04
Felicia Rodriguez,Svalbard & Jan Mayen Islands,1989-08-19
Pamela Christensen,Turkey,1976-02-27
Kyle Hall MD,Angola,1986-07-18
Cindy Cohen,Ethiopia,1999-12-07
Kenneth Turner,Trinidad and Tobago,1995-06-27
Aaron Hernandez,Congo,1969-07-10
Joshua Vincent DVM,Reunion,1989-06-02
Donna Cooper,Lithuania,1992-04-30
Shawn Brooks,Tonga,1981-07-22
Amber Johnson,Denmark,1988-06-11
Anna Chavez,Pitcairn Islands,1998-07-29
Theresa Schroeder,Congo,1977-07-30
Brittney Brown,Montenegro,1991-01-15
Austin Nielsen,Libyan Arab Jamahiriya,1975-03-22
Alexandra Gonzalez,Norfolk Island,1965-08-27
Scott Petty,Mali,1976-08-09
Austin Taylor,South Africa,1997-10-03
Travis Williams,Tuvalu,1992-03-03
Kathy Adams,Iceland,1997-04-25
Sheila Harris,Sao Tome and Principe,1965-04-09
Megan James,Yemen,1995-11-17
William Fernandez,Iraq,1980-06-11
Angelica Clark,Algeria,1999-02-26
Dawn Lowery,Uganda,1977-01-21
Brandi Hart,Heard Island and McDonald Islands,2002-08-15
Mike Williams,Tonga,1963-12-18
Jacob Camacho,United States of America,1983-11-24
Anthony Delgado,Tuvalu,2000-05-12
Steven Carter,Bouvet Island (Bouvetoya),1979-03-12
Kerry Vazquez,Russian Federation,1988-01-19
Amber Lynn,Saint Martin,1981-01-06
Monica Johnson,Equatorial Guinea,1987-10-29
Antonio Allen,Guernsey,1975-07-05
Gina Mcdaniel,Syrian Arab Republic,1971-07-05
Mary Hill,Oman,1965-07-10
Francisco Wagner,Congo,1956-03-28
Ashley Powell,Venezuela,1970-11-07
Brian Randall,Korea,1983-02-06
Victor Franklin,Cape Verde,2001-02-07
Mary Sullivan,New Caledonia,1981-12-11
Michele Webb,Bosnia and Herzegovina,1977-02-10
Jose Price,South Georgia and the South Sandwich Islands,1981-06-06
Bradley Duncan,Sweden,1998-01-31
Kerry Marquez,Cook Islands,1989-03-14
Austin Kane,Saint Helena,1971-01-05
Wayne Herrera,Holy See (Vatican City State),1964-01-22
Joshua Chapman,Jamaica,1971-05-07
Kimberly Wright,Zambia,1966-09-12
Matthew Townsend,Malawi,1962-08-27
James Thomas,Lao People's Democratic Republic,2001-12-30
Frances Williams,Pitcairn Islands,1971-07-06
Tanya Patterson,Libyan Arab Jamahiriya,1986-01-22
Robert Frank,Albania,1962-01-17
Christine Santana,Kyrgyz Republic,1963-06-26
Jessica Castro,Oman,1965-10-10
Mark Shepherd,Russian Federation,1957-04-03
Shaun Wood,French Southern Territories,1976-08-11
April Stephens,Svalbard & Jan Mayen Islands,1964-02-07
Kimberly Elliott,Latvia,1960-08-20
Aimee Bryant,Switzerland,1965-11-13
Sarah Clements,South Africa,1979-03-11
Paul Campos,British Indian Ocean Territory (Chagos Archipelago),2000-08-02
Brenda Anderson,Saint Martin,1979-06-27
Jean Smith,Netherlands,1957-04-08
Bradley Jones,Sweden,1961-07-06
Brenda Phillips,French Guiana,1979-12-02
Tracey Bailey,Palestinian Territory,1979-08-19
Mary Duke,Bhutan,1994-02-24
Rachel Berger,Vietnam,1960-05-20
Lynn Rodriguez,Haiti,1991-08-17
Raymond Powell,Korea,1975-07-26
Leon Maldonado,Malta,1999-04-23
Richard Smith,Nicaragua,1991-10-26
Timothy Franco,Western Sahara,1961-05-06
Melanie Diaz,Slovakia (Slovak Republic),1978-05-01
Michael Martinez,Benin,1984-09-20
Dana Hanson,American Samoa,1978-04-26
Dustin Powers,Italy,1956-08-30
Johnathan Davidson,Brazil,1958-05-22
Amanda Park,Aruba,1957-09-05
Susan Barnes,Antarctica (the territory South of 60 deg S),1980-09-18
Gregory Armstrong,Cote d'Ivoire,1989-06-27
Susan Harper,Tonga,1983-06-29
Connie Roberts,Macao,1991-11-02
Steven Greene,Botswana,1969-01-16
Kelly Meyers,Hungary,1966-11-10
Kathy Gutierrez,North Macedonia,1974-07-16
Ronald Burnett,Angola,2000-06-20
Zachary Simpson,Burundi,1997-04-29
Jacob Osborne,Cambodia,1970-06-17
Deborah Small,United Arab Emirates,1962-10-31
Mckenzie Roberts,Armenia,1996-12-25
Morgan Barrett,Angola,1982-12-14
Angelica Estrada,Honduras,1995-11-16
Kevin Hansen,Guadeloupe,1968-11-02
Kathleen Wilson,Zimbabwe,1988-07-19
Sherry Horton,Congo,2006-05-23
Jason Rios,Cuba,1974-03-22
Sandra Gonzalez,American Samoa,1958-09-30
Nathan Lawrence,Malta,1997-07-05
Andrea Ramos,Brazil,1992-07-18
Emily Holloway,Aruba,1963-03-16
Tiffany Rogers,Zambia,1968-10-11
Stanley Greene,Cocos (Keeling) Islands,1987-02-18
Patrick Williams,Estonia,1991-06-11
Jennifer Davis,Sierra Leone,1976-02-19
Thomas Johnson,Solomon Islands,1996-12-23
Chad Reid,Mali,1957-07-19
Sharon Armstrong,Slovakia (Slovak Republic),1978-04-30
Dawn Ellis,Afghanistan,2000-03-19
Connie Holder,Tokelau,2006-11-23
Gregory Kelley,Croatia,1989-09-30
Alejandra Salazar,Luxembourg,2003-04-17
Lisa Roberts,Burundi,1959-01-10
Belinda Parker,Papua New Guinea,1976-05-20
Zachary Quinn,Guinea-Bissau,1988-05-01
Ashley Burnett,Japan,1979-05-24
Katrina Mendoza,Trinidad and Tobago,2001-08-07
Kimberly Rubio,Ireland,2003-02-17
Joseph Ortega,Guinea-Bissau,1955-04-24
Jennifer Parsons,Northern Mariana Islands,1962-07-26
Carolyn Moore,Jamaica,1976-12-01
Ronald Robertson,Montenegro,1991-01-25
Mason Miller,Indonesia,2006-06-14
Cody Rangel,Netherlands,1989-11-01
Tracy Smith,French Guiana,1984-10-15
Evan Nichols,Burkina Faso,1971-02-25
Karen Hernandez,Gibraltar,2005-08-28
Jamie Johnson,Taiwan,1963-12-21
Tina Patel,Ghana,1955-07-25
Michael Mcconnell,British Virgin Islands,1994-12-27
Travis Hughes,Liberia,1983-03-27
Benjamin Morrow,Nauru,2004-09-28
Sharon Bell,Bermuda,1982-05-01
Matthew Skinner,Gambia,1981-11-12
Shane Ward,Aruba,1954-03-29
Deborah Wheeler,Northern Mariana Islands,1963-08-07
Kristina Small,Guernsey,1987-11-25
Lori Day PhD,Namibia,1964-05-28
Nicholas Hernandez,North Macedonia,1954-09-16
Jenna Garrett,Lithuania,1968-08-06
Tracy Morales,Norway,1985-11-05
Christopher Perez,Comoros,1975-08-21
Bryan Castro,Hungary,1962-12-03
Richard Jimenez,Congo,1955-01-22
Dennis Thompson,Hungary,1988-07-10
David Ballard,Korea,1973-04-10
Ricky Reid,Anguilla,1990-12-19
Stephen Vaughn,Sri Lanka,1988-01-13
James Alvarado,Nepal,1973-06-26
Richard Crawford,Australia,1992-03-09
Katherine Clark,Oman,1970-02-12
Colleen Rivera,Bahrain,1968-11-19
Stephanie Hester,Panama,1997-08-12
Shane Gonzalez,San Marino,2000-04-03
Rachel Hoffman,Togo,1966-02-16
Heather Payne,Japan,1987-05-26
Sandra Lewis,India,1997-12-28
Cynthia Johnson,Panama,1997-01-05
Joseph Smith,Malawi,2001-10-07
Christopher Stephenson,Ireland,1994-11-23
Colleen Calderon,El Salvador,1969-12-13
Monica Shea,Portugal,1971-11-18
Heather Hines,Somalia,1970-03-16
Heather Le,Nepal,1963-04-12
John Oconnor,Algeria,1956-09-19
Christopher Odom,Netherlands,1994-03-17
Melissa Griffin,United States Virgin Islands,1993-02-20
Sarah Garza,Faroe Islands,1987-08-30
Mary Montes,Albania,1966-10-26
Amy Taylor,Monaco,2006-08-17
Andrew Anderson,Qatar,1987-09-20
Greg Barrett,Monaco,1959-01-01
Darrell Brown,United States of America,1978-08-08
Michael Chambers,Djibouti,1997-09-13
Lisa Wall,Greenland,1963-12-24
Misty Garcia,Cambodia,1966-09-04
Allen Chaney,Chad,1975-04-08
Joe Baker,Micronesia,1977-01-06
Susan Drake,Guatemala,1959-11-22
Jack Walker,Congo,1983-05-16
Hannah Peterson,Belgium,1967-10-07
Vanessa Yates,Swaziland,2002-03-06
David Davis,Lesotho,1989-04-13
Hailey Howard,Saudi Arabia,1990-04-10
Melissa Bradshaw,Israel,1961-03-15
Ryan Perry,Cook Islands,1967-02-15
Brandon Bridges,Tanzania,1958-08-12
John Richmond,Saint Helena,1992-04-08
Carol Coleman,Turks and Caicos Islands,1959-05-22
Alyssa Scott,British Indian Ocean Territory (Chagos Archipelago),1981-02-06
Jessica Moore,Namibia,1986-12-11
Kenneth Miller,Syrian Arab Republic,1976-11-16
Ryan Leblanc,Netherlands Antilles,1971-10-26
Patrick Everett,Georgia,1971-10-18
Michelle Underwood,Mauritius,1961-07-31
Suzanne Padilla,Italy,1977-05-14
Ariel Thompson,Senegal,1965-06-03
Samantha Schmidt,Moldova,1982-02-17
Jonathan Horn,Bermuda,1988-11-10
Amy Wood,Suriname,1966-11-07
Angel Frazier,Micronesia,1963-04-28
Ashley Scott,Latvia,1973-03-08
James Lopez,New Zealand,1957-05-25
Eileen Johnson,France,1987-05-01
Bradley Rosales,Cook Islands,1988-04-17
Stephen Watson,United States Virgin Islands,1996-03-04
Melissa Foley,Papua New Guinea,2006-01-07
Mr. Marvin Flores,Ireland,1961-10-21
Tiffany Mayer,Netherlands,1960-09-17
Toni Lamb,United States of America,1977-12-17
Katrina Wilkinson,Cambodia,1990-05-01
Anthony Gordon,Denmark,1997-06-22
Brent Pierce,Indonesia,1984-01-26
Frank Robinson,Kuwait,1977-01-26
Dr. Ian Cunningham,Pitcairn Islands,1977-12-03
Mason Reed,Nepal,1993-04-03
Angela Boyer,Azerbaijan,1967-06-27
Adam Mcneil,Albania,1960-12-12
Natalie Meyer,Monaco,1980-03-17
Stacy Garner,Georgia,1987-10-27
Carolyn Stewart,Iran,1977-12-30
David Maxwell,Faroe Islands,1954-06-17
Rachel Nelson,Poland,1990-07-26
Elizabeth Jones,Rwanda,1992-05-11
Jeff Wagner,Aruba,1958-01-04
Joshua Anderson,China,1957-10-22
Emily Sanchez,Fiji,1973-11-24
Eric Hernandez,Bolivia,1966-06-19
Caroline Flynn,China,1955-09-06
Christina Simon,Turkmenistan,1993-11-17
Bryan Chan,Isle of Man,1965-10-15
Cynthia Cunningham,Papua New Guinea,1990-01-22
Meredith Mooney,Saint Pierre and Miquelon,1974-03-03
Paul Watkins,Gambia,1988-05-09
Clinton Williams,Guinea,1960-11-12
Mitchell Deleon,Lebanon,2002-06-01
Jeffrey Adams,Haiti,2000-03-10
Matthew Patel,New Caledonia,1971-01-01
Jimmy Rice,Belgium,1994-07-16
Lauren Miller,Estonia,1996-05-01
David Cox,New Caledonia,1979-01-21
Hailey Price,Brazil,1985-10-23
Jonathan Young,Kiribati,1992-12-05
Melissa Lowe,Macao,1976-01-07
Jeffery Richards,Iran,1959-08-28
Pamela James,Singapore,1977-05-12
Alexander Cox,Cote d'Ivoire,1978-04-28
Ryan Warren,San Marino,1969-03-11
Carol Taylor DDS,Vanuatu,1992-01-12
Mary Ali,Gabon,1969-10-03
James Snyder,Costa Rica,1992-07-26
Trevor Rodriguez,Sri Lanka,1978-03-27
Melinda Thompson,Paraguay,1959-06-06
Jorge Rodriguez,Indonesia,2006-07-01
Christine Leblanc,Estonia,1979-05-29
Jasmine Bennett,Mongolia,1974-07-19
Karen Johnson,Honduras,1983-03-23
Crystal Johnson,Mauritius,1965-08-30
Tami Perez,Saint Lucia,1966-01-15
Pamela Ray,Cocos (Keeling) Islands,1993-08-03
Troy Travis,Nepal,1960-01-12
Karen Brown,Greenland,1985-09-20
Andrew Baker,Honduras,1993-05-18
Lauren Miller,Korea,1963-01-14
Diana Martinez,Congo,1955-02-03
Jill Silva,Yemen,1975-03-27
Ronald Cook,Kiribati,1981-11-16
Sara Meyer,El Salvador,1998-02-20
Dustin Mendez,Nigeria,1985-10-27
Timothy Taylor,Liechtenstein,1960-08-05
Scott Gibbs,Israel,1972-11-15
Kristen Nichols,Bosnia and Herzegovina,2006-09-27
Alexandra Jones,Croatia,1987-07-01
Tina Mann,Ireland,1999-09-03
Jason Calderon,Chile,1985-08-13
Mrs. Heather Meyers,Samoa,1999-12-12
Jason Torres,Isle of Man,1965-07-23
Katie Davis,Taiwan,2001-04-07
Melissa Lawrence,Mozambique,2001-01-08
Joseph Gould,Qatar,1956-07-08
Maria Smith,Belarus,1976-08-02
Colin Vega Jr.,Iceland,1965-10-06
Mrs. Tammie Lang,Dominican Republic,1958-01-31
Kelsey Adams,Argentina,1993-12-26
Michael Davenport,Ecuador,1979-04-01
Howard Phillips,Maldives,1995-03-01
Gloria Fisher,Swaziland,1999-12-28
Sylvia Kelley,Switzerland,1960-07-24
Mr. Nicholas Munoz,Cape Verde,1961-09-20
Tyler Peterson,Kazakhstan,1996-11-14
Kyle Singh,Gibraltar,1983-07-26
Lori Cameron,United Kingdom,2004-04-15
Johnny Fisher,Christmas Island,2001-12-14
Michael White,Comoros,1975-07-08
Michael Foster,Montserrat,1985-09-18
Brent Clark,Sierra Leone,1983-06-01
Brandon Price,Singapore,1956-10-20
Steven Owen,Netherlands Antilles,1975-03-17
Gail Rubio,Aruba,1988-06-28
Matthew Cox,Solomon Islands,1984-09-16
Mark Melendez,Antigua and Barbuda,1983-10-26
Lisa Thompson,Botswana,1978-06-09
Stephanie Murphy,Yemen,1994-04-24
James Brown,Turkey,1964-12-08
Julie Villa,Korea,1955-07-15
Barbara Sandoval,Romania,1969-07-30
Thomas Torres,Pakistan,1963-02-08
Samuel Nelson,Portugal,1986-09-11
Sara Perez,Sudan,1957-04-05
Danielle Quinn,Jordan,1970-07-31
Anna Stephens,Pakistan,1995-12-05
Christopher Hodges,Micronesia,2000-04-04
Michael Barnett,Cayman Islands,1990-09-29
Russell Richardson,Qatar,1985-11-09
Gregory Kline,Bermuda,1960-04-06
Jessica Brown,Guadeloupe,1976-02-01
Lonnie Johnston,Bosnia and Herzegovina,1970-05-20
Marc Harvey,Bahrain,2001-07-25
Francisco Rivas,Burkina Faso,1969-11-29
Brandon Schultz,Azerbaijan,1980-12-17
Janice Jones,United Arab Emirates,1997-07-25
Marvin Flores,Ghana,1986-09-07
Kenneth Branch,Argentina,1987-08-15
John Dawson,Jersey,1984-11-29
Jessica Thompson,Chad,1984-03-18
Joshua Davis,El Salvador,1958-12-06
Rodney Patton,Congo,1986-04-11
Marc Hall,South Africa,1970-03-15
Mark Hernandez,Afghanistan,1974-01-26
Kayla Lopez,Ireland,1964-02-24
Megan Ryan,Denmark,2004-06-24
John Garcia,Saint Pierre and Miquelon,1981-12-05
Logan Dennis,Madagascar,1977-01-17
Robin Thompson,Egypt,1992-07-25
Tony Duffy,Micronesia,1971-06-27
Derrick Morgan,Syrian Arab Republic,1955-02-28
Carla Malone,Monaco,1987-08-04
Renee Hinton,New Caledonia,1968-06-03
Mrs. Lynn Smith,Montenegro,1976-08-20
Shelly Henderson,Greece,1965-02-11
Sara Ruiz,Greenland,1956-05-20
Robert Mills,Albania,1956-01-02
Leah Hill,Mexico,1980-12-19
Timothy Odom,Saint Vincent and the Grenadines,1992-09-07
Mary Black,Jordan,1976-10-13
Lisa Scott,Andorra,1975-08-31
Michael Wyatt,Angola,2000-03-26
Jessica Williams,Tanzania,1967-11-01
Bradley Johnson,Senegal,1965-05-25
Rebecca Tapia,Venezuela,2004-02-10
James Calderon,Italy,1976-11-29
Matthew Jones,Saint Lucia,1980-10-13
Melissa Cruz,Panama,1969-07-06
Miranda White,Finland,1990-10-22
Isabel Clay,Jordan,1984-07-05
Stephen Gay,Fiji,1971-03-11
Maria Harrington,Ireland,1999-06-04
Tiffany Washington,Georgia,1956-06-03
Nicole Baker,Christmas Island,1996-03-01
John Warner,Namibia,1962-11-26
Jeremy Turner,Antigua and Barbuda,1998-10-07
William Fleming,Dominican Republic,1982-07-28
Yvonne Patterson,China,1994-01-20
Elizabeth Haney,Barbados,1987-05-10
Danielle Lucas,Montserrat,1966-12-19
Shannon Oneill,Paraguay,1974-06-07
Gregory Smith,Tajikistan,1958-06-29
Sarah Thomas,Mexico,1984-08-24
Angela Drake,Pakistan,1965-01-20
Maria Gordon,Heard Island and McDonald Islands,1961-10-27
Michelle Stevens,Malta,1973-12-09
Steven Hughes,Israel,1961-10-13
Nicole Lewis,Gabon,1990-01-18
Kurt Powell,Slovakia (Slovak Republic),1985-09-09
Michelle Hall,Mauritania,1957-10-27
Christina Wood,Philippines,1976-05-10
Ryan Barrera,Kiribati,2000-10-18
Stacey Turner,Tonga,1972-12-12
Jeffrey Leonard,Tuvalu,1961-03-18
James Medina,Qatar,1956-03-10
Susan Melendez,Netherlands,1979-11-23
Richard Burch PhD,New Zealand,1968-06-16
David Mitchell,Macao,1991-10-16
Hector Lee,San Marino,1978-05-16
Roger Johnson,Sao Tome and Principe,1995-07-24
John Grant,Finland,1955-05-03
Alison Delacruz,Italy,1978-10-09
Kyle Bell,French Southern Territories,1958-09-08
John Clark,Singapore,1965-01-11
Amy Johnson,Saint Barthelemy,1956-06-22
Nancy Hogan,Holy See (Vatican City State),1975-02-15
Brittany Garner,Saint Helena,1967-12-20
William Mcbride,Palau,1988-11-03
Glenn White,Cook Islands,1999-11-07
Jason Riggs,Norfolk Island,1990-03-27
Pamela Hensley,Argentina,1967-10-20
Zachary Doyle,Bangladesh,1957-03-09
Eric Mayo,Papua New Guinea,1973-03-06
Blake Norris,Netherlands Antilles,1980-08-10
Jennifer Edwards,Belgium,1958-08-10
Stephen Shaw,San Marino,2004-12-22
Destiny Simmons,Georgia,1992-09-15
Jeffery Davis,Norway,1994-07-04
John Smith,Saint Helena,1978-06-21
Jennifer Curtis,Slovenia,1998-03-16
Bridget Mendez,Saint Vincent and the Grenadines,1973-10-08
Jared Spence,Namibia,1973-11-17
Lisa Hill,Chad,1991-03-08
April White,Romania,1963-11-12
Dustin Smith,Fiji,1998-06-07
Lisa Henderson,United States Virgin Islands,1962-04-03
Henry Robinson,Benin,1982-03-15
Eric Parker,Trinidad and Tobago,1966-12-03
Sara King,Saint Martin,1993-04-06
Dean Evans,Gabon,1997-11-14
Garrett Baker,Bosnia and Herzegovina,1954-11-23
Shelly Jackson,Saint Helena,1965-12-25
Maria Massey,Belize,1982-06-26
Melissa Villarreal,Isle of Man,1970-06-11
Kathleen Turner,Costa Rica,1958-10-15
Jacob Wagner,Comoros,1954-06-20
James Adams,Western Sahara,2005-06-11
Kimberly Miller,Cote d'Ivoire,2004-05-27
Patty Diaz,Chad,1990-10-11
Lance Cooper DDS,Niger,1957-01-28
Elizabeth Mercado,South Africa,2005-08-08
Tricia Spencer,Honduras,1971-07-07
Sara Dudley,Bouvet Island (Bouvetoya),1973-12-23
Marc Lewis,Costa Rica,2003-12-17
Daniel Patel,Zimbabwe,1984-04-27
Michelle Williams,Azerbaijan,2006-08-16
Ana Scott,Hungary,1964-01-12
Lawrence Velasquez,Georgia,2002-06-28
Lee Wood,Kyrgyz Republic,1993-06-21
Phillip Williams,Namibia,1992-12-27
Arthur Edwards,Latvia,2001-12-14
William Phillips,Iran,1958-09-05
Gary Davidson,Guyana,1964-05-20
Arthur Walker,Comoros,1957-02-16
Adam Alexander,Benin,1989-08-11
Anthony Cooke,Saint Vincent and the Grenadines,1975-08-05
Elizabeth Tate,Ghana,1978-03-18
Michelle Young,South Georgia and the South Sandwich Islands,1970-03-13
Elizabeth Logan PhD,Colombia,1985-09-07
Jason Austin,United Kingdom,1985-09-13
Anthony Parker,Belize,2003-07-24
Regina Johnson,Bosnia and Herzegovina,2002-08-25
Vickie James,Nicaragua,1958-12-14
Paul Larsen,Reunion,1992-07-10
Caitlin Wright,South Georgia and the South Sandwich Islands,1993-03-25
Charles Holloway,Uzbekistan,1960-09-07
Mackenzie Porter,Vanuatu,1987-10-29
Richard Houston,Montenegro,1995-04-20
Amanda Lee,Faroe Islands,1980-04-29
Michelle Reese,Algeria,1972-04-22
Matthew Walters,Uzbekistan,2003-09-02
Katherine Wolf,Micronesia,1987-04-04
Dakota Thomas,Aruba,2004-11-23
Susan Adams,Guadeloupe,1986-08-22
Dawn Lee,Kyrgyz Republic,2003-10-16
Gregory Phillips,Colombia,2001-10-04
Erin Forbes,Turks and Caicos Islands,2003-01-22
Michelle Hernandez,Norfolk Island,2004-03-28
Robert Williams,Micronesia,1955-07-13
Sandra Baker,Italy,1995-07-08
Stacey Baker,Zimbabwe,1996-08-27
Lisa Peterson,Saint Barthelemy,1984-09-22
Bradley Shaw,Saint Lucia,1984-12-25
James Watts,Costa Rica,1955-11-17
Erin Randall,Jersey,1996-09-08
Justin Schmidt,Vanuatu,1981-01-23
Jane Coleman,United States Minor Outlying Islands,2005-10-08
Cynthia Harris,Palestinian Territory,2004-10-31
Carl Pennington,Tajikistan,1985-05-12
Wendy Lloyd,Trinidad and Tobago,1964-04-07
Thomas Olson,Namibia,1968-09-10
Stephanie Miller,Morocco,1986-08-16
Alan Murphy,Senegal,1992-03-22
Zachary Matthews,Serbia,1971-02-09
Christopher Higgins,French Guiana,1970-05-03
